_id,text,create_at,dayofweek
61c33997804621b028272a8a,"Three key issues for 2022 – #ClimateChange, inequality and #Biodiversity – are identified by Abbie Llewellyn-Waters… https://t.co/yN6iRkYljz",2021-12-19 09:00:34+00:00,Sunday
61c33997804621b028272a8b,@SchneiderElec is officially a Gold Leaf member of @UKGBC. This is an industry-led network whose purpose is to enha… https://t.co/nHqrV1Pwei,2021-12-19 09:00:00+00:00,Sunday
61c33998804621b028272a8c,"My collection of weather footage, from #Lightning to #StrangeClouds &amp; #Flooding. 

https://t.co/wjOmU5J93C… https://t.co/5BKvFTeb34",2021-12-19 08:38:54+00:00,Sunday
61c33998804621b028272a91,Blue Carbon is a term used to highlight  the degradation of marine and coastal #ecosystems and the need to conserve… https://t.co/7izz6dXT6k,2021-12-19 07:00:38+00:00,Sunday
61c33999804621b028272a95,AI Champions Driving New Industry Solutions For Climate Change #ClimateChange #artificialintelligence via… https://t.co/dDYomZgmhO,2021-12-18 18:16:16+00:00,Saturday
61c33999804621b028272a96,I noticed today a couple of flowers on my usually July Hebe #climatechange although with temperatures set to tumble… https://t.co/1x33M9Rp3N,2021-12-18 18:10:30+00:00,Saturday
61c33999804621b028272a9a,AI Champions Driving New Industry Solutions For Climate Change #ClimateChange #artificialintelligence via… https://t.co/zJQnS0KrnK,2021-12-18 16:15:56+00:00,Saturday
61c3399b804621b028272aa6,"Slightly troubling, and no doubt unpopular, thought - why are we cutting down millions of trees to be adorned with… https://t.co/YTuIZtGSFX",2021-12-18 10:19:16+00:00,Saturday
61c3399d804621b028272ab1,"Western Skies Photography ©
#skies #clouds #cloudscape #cloudscapephotography #sunset #sunsets #sunsetphotography… https://t.co/Srsivl7Xj7",2021-12-17 21:16:45+00:00,Friday
61c3399e804621b028272aba,How climate change could impact people with neurological conditions #ClimateChange #digital #frenchtech via… https://t.co/udSB8S54GH,2021-12-17 16:36:27+00:00,Friday
61c3399f804621b028272abc,The increasing link between #ClimateChange + #ModernSlavery is threatening people across the globe - making life in… https://t.co/QX5LceaeC5,2021-12-17 15:20:47+00:00,Friday
61c339a0804621b028272ac9,"Gripping and important story. #climatechange

Rising From the Antarctic, a Climate Alarm https://t.co/1NpmdiqVLB",2021-12-17 10:03:14+00:00,Friday
61c339a1804621b028272aca,Research &gt; Wood burners cause nearly half of urban air pollution cancer risk https://t.co/NW24JFWCTs #climatechange… https://t.co/3MJ8QiPk3y,2021-12-17 10:00:10+00:00,Friday
61c339a2804621b028272ad2,Can recycling cut unsafe migration from Haiti? #ClimateChange via https://t.co/OKauwMPPW1 https://t.co/EpK5nqyoLn,2021-12-17 05:44:58+00:00,Friday
61c339a2804621b028272ad9,"Western Skies Photography ©
#skies #clouds #cloudscape #cloudscapephotography #sunset #sunsets #sunsetphotography… https://t.co/nBC1vRxnbm",2021-12-16 20:48:40+00:00,Thursday
61c339a2804621b028272ada,"Communications &amp; Advocacy Officer role at UNEP, Kenya 

#ClimateChange
#ClimateAction

https://t.co/cih7zoPybd",2021-12-16 20:07:52+00:00,Thursday
61c339a3804621b028272adb,Unsure how we are going to provide the annual &gt;50% of total climate finance to the developing world if the World Ba… https://t.co/dGq6cD9zvZ,2021-12-16 19:58:05+00:00,Thursday
61c339a3804621b028272add,"Can markets front-run the govt on climate? 🌎 

The prized podcast, ""Comedian v Economist"" takes stock of #COP26. 📢… https://t.co/LksNqyM3s9",2021-12-16 19:30:00+00:00,Thursday
61c339a3804621b028272ade,Kal on #ClimateChange #GlobalWarming  - political cartoon gallery in London https://t.co/dePcTdnXF6 https://t.co/VhjfKmUYOQ,2021-12-16 19:00:53+00:00,Thursday
61c339a3804621b028272adf,"Read @michaelujacobs latest PQ article ‘Reflections on COP26: International Diplomacy, Global Justice and the Green… https://t.co/wZSTqWeP0e",2021-12-16 18:53:30+00:00,Thursday
61c339a5804621b028272aea,13 Machine Learning Use Cases for Climate Change #ClimateChange #learning #machinelearning via… https://t.co/6WhAh0vg8t,2021-12-16 16:44:55+00:00,Thursday
61c339a7804621b028272aef,https://t.co/I7S7PJpRK4 Are you an experienced Head of #Grants fascinated with the #Law surrounding #ClimateChange… https://t.co/GOY5QXZPmE,2021-12-16 16:11:17+00:00,Thursday
61c339a7804621b028272af2,@Gazza74832502 @grantshapps @NationalHways The government are climate criminals for as long as they do not put Omic… https://t.co/HpjF41WLg6,2021-12-16 15:28:34+00:00,Thursday
61c339a7804621b028272af4,An interesting insight into the work of actuaries in general and the Government Actuary's Department (that's what G… https://t.co/kXLyoxIq8t,2021-12-16 15:16:41+00:00,Thursday
61c339a8804621b028272af9,"@LondonLovesBiz #GlobalWarming
#ClimateChange

It's a cycle the Earth has been going through for Millenia",2021-12-16 14:08:29+00:00,Thursday
61c339a9804621b028272afd,#Arctic temperature record of 38⁰C recognized by @WMO #ClimateChange #environment #weather #extremeweather #WMO… https://t.co/M63JruBR80,2021-12-16 13:54:51+00:00,Thursday
61c339a9804621b028272afe,POLAR WEATHER | @NOAA’s Arctic Report Card 2021 #climate #climatechange #NOAA #Arctic #ArcticCouncil… https://t.co/NFIEPqfAdi,2021-12-16 13:52:38+00:00,Thursday
61c339a9804621b028272b00,Find our how you can action all of the points of the previous tweet on our climate change - homes page on our websi… https://t.co/08cKID5R58,2021-12-16 13:05:02+00:00,Thursday
61c339aa804621b028272b04,Broken promises are the sinister shadow of fossil fuel companies #ClimateChange via https://t.co/OKauwMPPW1 https://t.co/34qTXgeSVB,2021-12-16 12:04:06+00:00,Thursday
61c339cb804621b028272bf5,RT @ Earth_Changers_ #Conservation documents for half of all critically #endangered #species don’t mention… https://t.co/eov85oAnX7,2021-12-13 15:18:35+00:00,Monday
61c339cc804621b028272c03,"Nature isn’t just crucial for our mental health, it’s also fundamental for everything we need as humans. How can na… https://t.co/UCHahx5aFL",2021-12-13 13:42:11+00:00,Monday
61c339cd804621b028272c04,"I've just auto-donated 1p per 10ppm of atmospheric CO2 using @makeitdonate on @IFTTT.

non-tweeting version… https://t.co/Lt8nyr8Fvu",2021-12-13 13:36:45+00:00,Monday
61c339cd804621b028272c05,Why was #COP26 such a disappointment? PhD student Susan Cooper explains how evolving ideas in management studies co… https://t.co/LyIIbNAl1V,2021-12-13 13:33:53+00:00,Monday
61c339cd804621b028272c09,HSBC said today that it expected all its clients to set out plans to exit the fossil fuel industry by the end of 20… https://t.co/K0NqTvQH50,2021-12-13 13:14:47+00:00,Monday
61c339cd804621b028272c0a,New guide on #climatechange related disclosure for #centralbanks https://t.co/4OFXxTUpwS https://t.co/KjqBIONmz8,2021-12-13 13:09:55+00:00,Monday
61c339cd804621b028272c0c,"To address the #ClimateCrisis,it is important to develop more sustainable ways to travel.These schemes ll allow us… https://t.co/JsyZuSsSY7",2021-12-13 12:53:24+00:00,Monday
61c339ce804621b028272c12,Who will pay for the damage caused by #climatechange? https://t.co/ZzsgwjM8ND via @BBC_Future,2021-12-13 12:09:59+00:00,Monday
61c339cf804621b028272c19,Melting of permafrost could uncover potentially dangerous bacteria and viruses. Short article by Russia Today:… https://t.co/tr6qiNFHA0,2021-12-13 11:33:17+00:00,Monday
61c339d0804621b028272c1b,"#IN in #Arctic looks beyond #CN apogee: #climatechange research, #gas #transport/#NSR, #geopolitical stature/match… https://t.co/tHjmfyO1cn",2021-12-13 11:31:27+00:00,Monday
61c339d0804621b028272c1c,"To achieve a trusted circular economy model we don’t need to produce new, we just need to produce as good as new.… https://t.co/slp60h9Zha",2021-12-13 11:30:13+00:00,Monday
61c339d1804621b028272c21,"Today's Energy News:

Who will pay for the damage caused by #ClimateChange?;

Standardisation will drive a #green… https://t.co/12xB7SxS8j",2021-12-13 10:30:53+00:00,Monday
61c339d2804621b028272c27,#InESGnewstoday: Russia has blocked a United Nations Security Council draft resolution that would have defined clim… https://t.co/U1XorVJIp8,2021-12-13 09:44:26+00:00,Monday
61c339d2804621b028272c2f,Scientists at the @wxrisk (an international collaboration of climate scientists) have found that the food crisis in… https://t.co/WnpGgm2gXe,2021-12-13 09:00:15+00:00,Monday
61c339d3804621b028272c33,"Good to join @RewirEd2021 panel on education’s crucial role in combatting the climate crisis.

Listening to differe… https://t.co/1FaH8gUqQt",2021-12-13 08:50:21+00:00,Monday
61c339d3804621b028272c34,"Russia, India veto UN resolution linking climate change and securit #ClimateChange #security via… https://t.co/87Z0YQphAQ",2021-12-13 08:35:48+00:00,Monday
61c339aa804621b028272b05,"Climate change impacts uneven across the UK, @metoffice reveals #environment #ClimateChange #UK #MetOffice… https://t.co/1fnurrpSo1",2021-12-16 12:03:28+00:00,Thursday
61c339d3804621b028272c38,"සංවේදී දර්ශන සහිතයි: සාගින්නේ මැරෙන සත්තු
'The loss is devastating'
#drought #climatechange https://t.co/jnZlYPTpXk",2021-12-13 07:18:52+00:00,Monday
61c339aa804621b028272b07,"A Hotter Earth Means Stronger Tornadoes 🌪️

Although their frequency may decrease, models suggest anthropogenic… https://t.co/zYLZcZBF7t",2021-12-16 11:42:30+00:00,Thursday
61c339d3804621b028272c3a,Redirecting you to the Latest Weather News #GlobalWarming #climatechange #security via https://t.co/5oYb0tyrsS https://t.co/UosOOWOfcg,2021-12-13 04:15:58+00:00,Monday
61c339ab804621b028272b10,"I have had a small heat pump for years.  One kW of electricity in, 3.5kW of heat out.  It has been a no brainer and… https://t.co/u61XCaZtBf",2021-12-16 10:53:17+00:00,Thursday
61c339d3804621b028272c3b,"In the latest edition of Insight Middle East, we analyse regional and global markets. Our focus piece this quarter… https://t.co/EsTnpzRFNz",2021-12-13 04:00:00+00:00,Monday
61c339ad804621b028272b15,"Almost 85% of the British public said they are concerned about climate change.

Are you one of them?

@beisgovuk… https://t.co/5jyezT3Kee",2021-12-16 10:07:05+00:00,Thursday
61c339d4804621b028272c3e,Redirecting you to the Latest Weather News #ClimateChange #globalwarming #security via https://t.co/Ui3JcQTu6m https://t.co/rTJrb0mQMi,2021-12-12 23:36:27+00:00,Sunday
61c339ad804621b028272b1a,"By ordering an @earthandwheat #breadbox you help reduce food waste, support bakeries across the UK, help support fo… https://t.co/b2Amz8UkSK",2021-12-16 09:00:44+00:00,Thursday
61c339d4804621b028272c3f,We humans are only here because the earthis here. So let’s look after it.#environment #nature #sustainability… https://t.co/Zei8yhZ5SW,2021-12-12 23:25:00+00:00,Sunday
61c339ae804621b028272b1f,Do you have experience in supporting #philanthropy in the #climate justice space and in the Global South? Impatienc… https://t.co/bL2l6wwfkE,2021-12-16 08:04:18+00:00,Thursday
61c339d5804621b028272c42,Redirecting you to the Latest Weather News #ClimateChange #globalwarming #security via https://t.co/OKauwMPPW1 https://t.co/lBPpnhWkj4,2021-12-12 22:03:58+00:00,Sunday
61c339ae804621b028272b20,"It’s the annual dilemma. Do you buy an artificial tree that will give years of service, or do you stick with a real… https://t.co/ReyoWIbIhB",2021-12-16 08:01:06+00:00,Thursday
61c339ae804621b028272b21,"#ClimateChange - @Google still ran ads on #climate denial despite promising to stop, new @CCDHate research finds… https://t.co/7E2q2VArOR",2021-12-16 08:00:14+00:00,Thursday
61c339ae804621b028272b22,"In this article Dr Mohamed Hassan advises to adequately prepare for drought season, farmers should be informed abou… https://t.co/wb3DpvtLqc",2021-12-16 07:39:46+00:00,Thursday
61c339ae804621b028272b24,"Investors unhappy with Norilsk Nickel for capex underspending that has caused major environmental disasters 
#bne… https://t.co/7Smr6fDDQ6",2021-12-16 06:10:04+00:00,Thursday
61c339af804621b028272b29,"The #investment landscape is constantly shifting and evolving whether it's navigating #ClimateChange, meeting new… https://t.co/Ttc6AxZEsO",2021-12-15 21:42:46+00:00,Wednesday
61c339af804621b028272b2a,"Western Skies Photography ©
#skies #clouds #cloudscape #cloudscapephotography #sunset #sunsets #sunsetphotography… https://t.co/TmS4kfIhyn",2021-12-15 20:34:14+00:00,Wednesday
61c339b1804621b028272b2f,Today's AGM of #Landscape Institute @talklandscape celebrates highlights of the difficult Covid-year 2020-21 - big… https://t.co/fLWvKTQy8f,2021-12-15 18:24:29+00:00,Wednesday
61c339b1804621b028272b30,"Notable floods in British Columbia, India and Australia, and European #windstorm #Arwen dominate the November globa… https://t.co/x0XKNzlNna",2021-12-15 18:00:11+00:00,Wednesday
61c339b1804621b028272b31,Getting organised and taking action is the best way to move the world forward. You want to take action on global wa… https://t.co/vfDGu9Xhcl,2021-12-15 17:47:02+00:00,Wednesday
61c339b1804621b028272b33,"“I’m into justice. And #climatechange is one of the biggest threats to justice"" - @FrediOtto, @Nature's 10 scientis… https://t.co/WYWhnykSVt",2021-12-15 17:45:03+00:00,Wednesday
61c339b2804621b028272b35,Impact of Climate Change on Lakes Worldwide Revealed by IAEA Isotope Study #ClimateChange #artificialintelligence v… https://t.co/3mRKopwKlP,2021-12-15 17:36:35+00:00,Wednesday
61c339b3804621b028272b3e,How to make your digital transformation sustainable #ClimateChange #digital #digitaltransformation via… https://t.co/g2PCY2OE5m,2021-12-15 15:16:12+00:00,Wednesday
61c339b4804621b028272b45,"I've just auto-donated 1p per 10ppm of atmospheric CO2 using @makeitdonate on @IFTTT.

non-tweeting version… https://t.co/2IeNc33Spm",2021-12-15 14:06:12+00:00,Wednesday
61c339b4804621b028272b46,"📣 NEW BLOG!

Dr @ChrisO_Connell  highlights the increasing link between #ClimateChange and #ModernSlavery, includin… https://t.co/3iysWjod3z",2021-12-15 14:03:43+00:00,Wednesday
61c339b4804621b028272b47,"This #Christmas, please #give generously to help us bring Nature to the heart of global decision making, and help… https://t.co/l5bfuPHsuC",2021-12-15 14:01:08+00:00,Wednesday
61c339b5804621b028272b54,Jamie Carroll explains how #behaviourchange has a role to play in the fight against #climatechange and how in partn… https://t.co/aqf6wOIAZX,2021-12-15 12:08:36+00:00,Wednesday
61c339b6804621b028272b5d,"Missing #COP26 already?

Check out these super photos of all of the different pavilions that were there!… https://t.co/EeMhcDGnmR",2021-12-15 11:00:10+00:00,Wednesday
61c339b8804621b028272b6e,'Understanding young people’s views about #climatechange is important as they are more likely to be alive to experi… https://t.co/Q2ErD2CN6G,2021-12-15 08:34:00+00:00,Wednesday
61c339b8804621b028272b72,#Meme for #AGW #GlobalWarming #ClimateChange and the idiot #leftists https://t.co/0LL3sUdk9a,2021-12-15 06:39:41+00:00,Wednesday
61c339b9804621b028272b73,How to make your digital transformation sustainable #ClimateChange #digital #digitaltransformation via… https://t.co/LKYlYXMu4M,2021-12-15 05:52:12+00:00,Wednesday
61c339bb804621b028272b7e,'Headwinds' warning from UN mission chief over peace accord #ClimateChange via https://t.co/Ui3JcQTu6m https://t.co/U80Scz9sDM,2021-12-14 21:44:26+00:00,Tuesday
61c339bc804621b028272b85,Climate Change Pushes Wildfires to New Heights #ClimateChange via https://t.co/HhN2bIMV4M https://t.co/kIF9rtLl4R,2021-12-14 20:15:48+00:00,Tuesday
61c339bc804621b028272b87,"#netzero Eating - What will our food look like in 2030? @UKRI_News 

Find out 👉 https://t.co/pcXNHc6QuO… https://t.co/HCfMhpRbMa",2021-12-14 19:10:07+00:00,Tuesday
61c339bd804621b028272b8e,"The Antarctic ice is giving way, and so is our last chance to avoid a #climateChange catastrophe… https://t.co/tfDA5uxR7n",2021-12-14 17:20:14+00:00,Tuesday
61c339bd804621b028272b90,"RSK's Mike Kelly comments on CPR AM's new equity fund investing in the hydrogen sector, emphasising how it shows co… https://t.co/rWQNJipokH",2021-12-14 16:05:20+00:00,Tuesday
61c339bd804621b028272b93,"Regulating the production and reducing it to maximum , upcycling/recycling and re-use can help resolving climate ch… https://t.co/JEq99PCudm",2021-12-14 15:50:51+00:00,Tuesday
61c339bd804621b028272b94,"This is a really simple &amp; sensible way to mitigate the impact a #flood 🌧️

➡️ when heavy rain is forecast, give peo… https://t.co/GJ7BB2WHtf",2021-12-14 15:50:35+00:00,Tuesday
61c339be804621b028272b98,"Surprising discovery shows scale of plastic pollution and reveals enzymes that could boost recycling

For more:… https://t.co/HXKYzUNt3S",2021-12-14 15:01:57+00:00,Tuesday
61c339be804621b028272b9b,"🎧Have you tuned in to the new series of #EngineeringABetterWorld yet?🎧

Our new host @JonnElledge speaks to MPs and… https://t.co/PuEaHJy5md",2021-12-14 14:49:10+00:00,Tuesday
61c339be804621b028272b9c,"#thankyou @BeckyAnnison for presenting your YPG members' talk - Getting to net zero is a matter of contract, yester… https://t.co/dFoIt2eTP6",2021-12-14 14:30:46+00:00,Tuesday
61c339be804621b028272ba0,"Better Cotton @BCICotton launched its first-ever Climate Change Mitigation Indicator, which has been set to reduce… https://t.co/tqrcHGHSQq",2021-12-14 13:47:25+00:00,Tuesday
61c339bf804621b028272ba1,"I've just auto-donated 1p per 10ppm of atmospheric CO2 using @makeitdonate on @IFTTT.

non-tweeting version… https://t.co/snhXgifMaj",2021-12-14 13:36:47+00:00,Tuesday
61c339c0804621b028272bad,"Amid the turmoil of another impending COVID Christmas, there's some hope that the hardships we've endured for almos… https://t.co/5n7TqazyDc",2021-12-14 12:01:41+00:00,Tuesday
61c339c1804621b028272bb1,"RT insurtechforum ""RT @SavageDomains: https://t.co/QmSuCjH47J

Domain name for sale @FT

https://t.co/nfdSzPxvo7

B… https://t.co/ENKQK3gila",2021-12-14 11:22:49+00:00,Tuesday
61c339c1804621b028272bb2,Ever wondered about #rewilding and nature-based solutions can future proof companies and #profits from… https://t.co/09IHy39U1Y,2021-12-14 11:20:30+00:00,Tuesday
61c339c1804621b028272bb3,#WisdomWednesday The top Gen Z investors in 2021 shaking up VC in Europe https://t.co/4Ijru6SVVR Gen Z has earned a… https://t.co/kIKHf5RbH3,2021-12-14 11:15:19+00:00,Tuesday
61c339c1804621b028272bb4,Find out what you can do to improve your carbon footprint through our climate change webpages -… https://t.co/IxY080OCSs,2021-12-14 11:05:02+00:00,Tuesday
61c339c2804621b028272bb7,UK supermarket chain Morrisons has today pledged to further reduce carbon dioxide emissions in its supply chain. It… https://t.co/UHxUri2IbH,2021-12-14 10:43:39+00:00,Tuesday
61c339c2804621b028272bb9,"Today's energy news:

#Gas crisis fuels call for UK to update energy security policy;

#Energy firms face stricter… https://t.co/NE5RCp0Vwd",2021-12-14 10:30:48+00:00,Tuesday
61c339c3804621b028272bbb,"*NEW* #Conspiracytheories: 14% Brits agree #climatechange isn't due to human activity, same number who believe coll… https://t.co/uuDKdGb90i",2021-12-14 10:24:59+00:00,Tuesday
61c339c4804621b028272bbd,"We have heroes to deal with #ClimateChange - in every organisation, every country &amp; in every community

We lack pol… https://t.co/GiweUpGpuL",2021-12-14 10:11:32+00:00,Tuesday
61c339c4804621b028272bbf,"A cheese factory in Cornwall accused of poisoning salmon, trout and other fish after polluting a river. Pollution i… https://t.co/Pdbgg5cY6M",2021-12-14 10:05:06+00:00,Tuesday
61c339c4804621b028272bc0,Four charities selected this year all help protect the rights of marginalised people most affected by the climate c… https://t.co/hw44TtKv5m,2021-12-14 10:01:19+00:00,Tuesday
61c339c4804621b028272bc4,"Did you know #flooding is the biggest risk to the #UK from #climatechange? 🤔 🌎

Check out our top tips below in our… https://t.co/fvNwdqdHt5",2021-12-14 09:30:09+00:00,Tuesday
61c339c6804621b028272bd1,"Retreating glaciers are pushing #India's mountain regions towards #water insecurity.

https://t.co/5IXb6Aq7Rv… https://t.co/c7plE35HUV",2021-12-14 04:00:07+00:00,Tuesday
61c339c6804621b028272bd3,"Climate change will impact water cycle, food security #ClimateChange #security via https://t.co/SkrNjynVVT https://t.co/lkTu6hCeM4",2021-12-14 02:15:58+00:00,Tuesday
61c339c6804621b028272bd4,#StaveHillEcologicalPark @TCVStaveHill) Volunteers @ 14-DEC-2021 #RussiaDockWoodland #Southwark #rotherhithe… https://t.co/puNirYZX0m,2021-12-14 01:47:38+00:00,Tuesday
61c339c6804621b028272bd5,Definitely not the sort of #ClimateChange we need! https://t.co/yrW1iKejLm,2021-12-14 01:41:17+00:00,Tuesday
61c339c6804621b028272bd7,Good to talk about the work I have been doing with my # GCARE team around #airpollution &amp; #climatechange mitigation… https://t.co/6GF9BXq5pt,2021-12-13 23:51:24+00:00,Monday
61c339c6804621b028272bd8,"For professional investors - Hans Stoter, Global Head of AXA IM Core, discusses the need for asset managers to keep… https://t.co/silnyAcJNC",2021-12-13 23:00:05+00:00,Monday
61c339c7804621b028272bda,2021 Arctic Report Card: Winter sea ice pack likely thinnest on record #ClimateChange via https://t.co/5oYb0tyrsS https://t.co/aBrcIRoVdQ,2021-12-13 22:26:50+00:00,Monday
61c339c8804621b028272be0,2021 Arctic Report Card: Winter sea ice pack likely thinnest on record #ClimateChange via https://t.co/OKauwMPPW1 https://t.co/4BEpw31I7T,2021-12-13 20:35:39+00:00,Monday
61c339c9804621b028272be2,Without doubt the best art show of 2021. Pejac created a visual feast of unique artworks that were truly breathtaki… https://t.co/xvG6HCXUOp,2021-12-13 19:49:39+00:00,Monday
61c339c9804621b028272be4,How the Polar Bear Capital of the World Is Dealing With Climate Change https://t.co/niLsPQ5ssj via @CNTraveler… https://t.co/84MJMlm9kc,2021-12-13 18:45:07+00:00,Monday
61c339ca804621b028272bed,Seems one part of the US administration has been planning for #climatechange for 3 decades - just not the part that… https://t.co/ZRSSANBTFZ,2021-12-13 16:16:41+00:00,Monday
61c339ca804621b028272bef,"I shot these fun ideas a while back to raise #climatechange awareness &amp; funds for @XRLondon 

Sadly still urgent no… https://t.co/G8JYjP6iE1",2021-12-13 16:13:41+00:00,Monday
61c339ca804621b028272bf1,Check latest interview by @GreenBiz   to understand how carbon credit projects work under Article 6.… https://t.co/h5vJNeyAlc,2021-12-13 16:02:15+00:00,Monday
61c339cc804621b028272bfa,The world is slowly waking up to the fact that urgent action is needed to prevent catastrophic #ClimateChange. For… https://t.co/fX5Lk11Ha3,2021-12-13 14:59:21+00:00,Monday
61c3396f804621b0282729e8,The UK's new norm in climate change reporting #ClimateChange via https://t.co/Ui3JcQTu6m https://t.co/1SMNRAKqvz,2021-12-21 14:16:00+00:00,Tuesday
61c33970804621b0282729e9,"I've just auto-donated 1p per 10ppm of atmospheric CO2 using @makeitdonate on @IFTTT.

non-tweeting version… https://t.co/Kk9ciGYElP",2021-12-21 14:05:30+00:00,Tuesday
61c33970804621b0282729ea,The UK's new norm in climate change reporting #ClimateChange via https://t.co/5oYb0tyrsS https://t.co/t3STAco1YK,2021-12-21 13:44:58+00:00,Tuesday
61c33970804621b0282729eb,"I've just auto-donated 1p per 10ppm of atmospheric CO2 using @makeitdonate on @IFTTT.

non-tweeting version… https://t.co/6A66NyWWQH",2021-12-21 13:31:24+00:00,Tuesday
61c33970804621b0282729ec,Scotland’s first biomethane HGV refuelling station opens near Glasgow. The filling station is predicted to be able… https://t.co/Oor8sQqHG5,2021-12-21 13:19:41+00:00,Tuesday
61c33971804621b0282729ee,The last in a 4-part series of reports on climate #risk &amp; response is available now for free. Looking at… https://t.co/4EaguO8Qas,2021-12-21 13:04:32+00:00,Tuesday
61c33971804621b0282729f4,"""It develops a novel dataset that augments data on firms’ GHG emissions over time with information on… https://t.co/9ylZOfVb0c",2021-12-21 11:57:23+00:00,Tuesday
61c33972804621b0282729fa,"Items that are used only once; plastic packaging, bottles or cans, take a high toll on our environment. #Recycling… https://t.co/Il4kgbq8ym",2021-12-21 11:00:42+00:00,Tuesday
61c33972804621b0282729fb,"Many countries are particularly vulnerable to the effects of #climatechange, which include rising sea levels, flood… https://t.co/8HRKhWldR5",2021-12-21 11:00:00+00:00,Tuesday
61c33973804621b028272a02,You too can be part of the exciting portfolio of companies fighting climate change if you consider investing in the… https://t.co/OATRjRnheq,2021-12-21 09:44:55+00:00,Tuesday
61c33973804621b028272a04,#ClimateChange https://t.co/vwfdkbkR4X,2021-12-21 09:14:26+00:00,Tuesday
61c33974804621b028272a10,Great to see a #climatechange turnaround from @BarnetCouncil - now setting target of #NetZero by 2030… https://t.co/JLOqSEbzIb,2021-12-20 20:59:21+00:00,Monday
61c33975804621b028272a14,Climate Change Law virtual course A comprehensive overview of #climatechange law and legal responses to the current… https://t.co/ecqDzpgupU,2021-12-20 19:40:03+00:00,Monday
61c33975804621b028272a15,Estimates of country level temperature-related mortality damage functions #ClimateChange https://t.co/QXE9ZjvWiO,2021-12-20 19:31:01+00:00,Monday
61c33975804621b028272a17,Apart from #ClimateChange 🙄 https://t.co/cJnOPk3cT5,2021-12-20 18:27:17+00:00,Monday
61c33975804621b028272a19,In case you missed our blog on just transition -catch it here! #justtransition #climatechange #fossilfuel… https://t.co/M9MluSoUZB,2021-12-20 16:29:38+00:00,Monday
61c33976804621b028272a22,"Join our @BikeabilityUK partner @PeaceOneDay for a live show now featuring inspirational young people, activists, m… https://t.co/RZcJR11Lhd",2021-12-20 15:07:51+00:00,Monday
61c33976804621b028272a23,The role of #geological research of past #climatechange is crucial to our understanding when predicting future clim… https://t.co/qY6JgUH8pu,2021-12-20 14:28:41+00:00,Monday
61c33977804621b028272a2b,Why we need to invest in more female climate entrepreneurs #ClimateChange via https://t.co/OKauwMPPW1 https://t.co/D1QhwLGPnb,2021-12-20 13:52:04+00:00,Monday
61c33977804621b028272a2e,"I've just auto-donated 1p per 10ppm of atmospheric CO2 using @makeitdonate on @IFTTT.

non-tweeting version… https://t.co/9TZJ7nQVjU",2021-12-20 13:31:18+00:00,Monday
61c33978804621b028272a32,"What is the relationship between #climatechange and plantation economies, and how might we begin to think of a wate… https://t.co/5sDwH7OTgb",2021-12-20 12:26:23+00:00,Monday
61c33978804621b028272a33,Seagreen #offshore wind farm in the North Sea reached a milestone by having its Marine Licence application greenlit… https://t.co/HFJIwIsFMN,2021-12-20 12:14:14+00:00,Monday
61c33978804621b028272a35,"PDC Scaffolding is committed to becoming carbon neutral in 2022, but offset alone is not enough, PDC is engaged wit… https://t.co/1by37gR4xA",2021-12-20 12:02:51+00:00,Monday
61c33978804621b028272a39,Short summaries of recent articles we think you will find useful from some of the UK's broadsheets including the… https://t.co/PpHiTwsra1,2021-12-20 12:00:08+00:00,Monday
61c33979804621b028272a3a,"We're very proud to share what our Centre has been up to over the past year!

Read how we've been exploring the lin… https://t.co/R2OFatDZRK",2021-12-20 11:45:03+00:00,Monday
61c33979804621b028272a3e,Latest assessments from climate scientists suggest some geographical zones lived in for thousands of years are beco… https://t.co/ZxzKwsSrwQ,2021-12-20 11:16:11+00:00,Monday
61c3397a804621b028272a44,"How can vertical farms slash emissions and promise a greener harvest for British farmers? During COP26, ELN went in… https://t.co/JYuhuKyU7k",2021-12-20 10:21:21+00:00,Monday
61c3397a804621b028272a48,Watch the latest episode of #ClimateNow from @Euronews and the #CopernicusClimate Change Service #C3S: This month i… https://t.co/rziTJxqEWL,2021-12-20 09:24:12+00:00,Monday
61c3397a804621b028272a4a,"As poverty deepens and state services disintegrate, #Madagascar's people are taking to the streets. But rather than… https://t.co/1aWpol7GKW",2021-12-20 09:00:47+00:00,Monday
61c33991804621b028272a4f,"Today's Top #IoT News ⭐️

IoT providing worldwide benefits: https://t.co/6IhG8K22Y5 

Five data-driven actions to i… https://t.co/N4Hb6PqNrM",2021-12-20 07:42:07+00:00,Monday
61c33991804621b028272a53,#Travel #Festival &amp; #Climate #Change #Solution Award https://t.co/fKMv50jDmm @Wikitravel @ClimateKIC #climatechange #climatecrisis,2021-12-20 03:13:21+00:00,Monday
61c33992804621b028272a57,#skies #clouds #cloudscape #cloudscapephotography #sunset #sunsets #sunsetphotography #weather #weatheraware… https://t.co/HENvkNplnt,2021-12-19 20:56:35+00:00,Sunday
61c33993804621b028272a62,We asked how much attention people gave when businesses talked about their environmental credentials and found a he… https://t.co/xJT6bBYyWS,2021-12-19 15:42:36+00:00,Sunday
61c33993804621b028272a66,I was honoured to discuss the ways #design can help increase #readiness and #awareness of #climatechange with… https://t.co/VIbzIz6KZl,2021-12-19 14:55:09+00:00,Sunday
